Name;Action;Adventure;Children;Comedy;Crime;Drama;Horror;Romance;SciFi;Thriller
Man Who Would Be King, The (1975);0;1;0;0;0;0;0;0;0;0
Butch Cassidy and the Sundance Kid (1969);1;0;0;1;0;0;0;0;0;0
Paris, Texas (1984);0;0;0;0;0;1;0;0;0;0
Until the End of the World (Bis ans Ende der Welt) (1991);0;0;0;0;0;1;0;0;1;0
When Harry Met Sally... (1989);0;0;0;1;0;0;0;1;0;0
I Shot a Man in Vegas (1995);0;0;0;1;0;0;0;0;0;0
Parallel Sons (1995);0;0;0;0;0;1;0;1;0;0
Hype! (1996);0;0;0;0;0;0;0;0;0;0
Santa with Muscles (1996);0;0;0;1;0;0;0;0;0;0
Female Perversions (1996);0;0;0;0;0;1;0;0;0;0
Mad Dog Time (1996);0;0;0;0;1;0;0;0;0;0
Breathing Room (1996);0;0;0;0;0;0;0;1;0;0
Paris Was a Woman (1995);0;0;0;0;0;0;0;0;0;0
Anna (1996);0;0;0;0;0;1;0;0;0;0
I'm Not Rappaport (1996);0;0;0;1;0;0;0;0;0;0
Blue Juice (1995);0;0;0;1;0;1;0;0;0;0
Kids of Survival (1993);0;0;0;0;0;0;0;0;0;0
Alien? (1992);1;0;0;0;0;0;1;0;1;1
American Werewolf in London, An (1981);0;0;0;0;0;0;1;0;0;0
Amityville 1992: It's About Time (1992);0;0;0;0;0;0;1;0;0;0
Amityville 3-D (1983);0;0;0;0;0;0;1;0;0;0
Amityville: Dollhouse (1996);0;0;0;0;0;0;1;0;0;0
Amityville: A New Generation (1993);0;0;0;0;0;0;1;0;0;0
Amityville II: The Possession (1982);0;0;0;0;0;0;1;0;0;0
Amityville Horror, The (1979);0;0;0;0;0;0;1;0;0;0
Amityville Curse, The (1990);0;0;0;0;0;0;1;0;0;0
Blood For Dracula (Andy Warhol's Dracula) (1974);0;0;0;0;0;0;1;0;0;0
April Fool's Day (1986);0;0;0;1;0;0;1;0;0;0
Audrey Rose (1977);0;0;0;0;0;0;1;0;0;0
Believers, The (1987);0;0;0;0;0;0;1;0;0;1
Birds, The (1963);0;0;0;0;0;0;1;0;0;0
Blob, The (1958);0;0;0;0;0;0;1;0;1;0
Blood Beach (1981);1;0;0;0;0;0;1;0;0;0
Body Parts (1991);0;0;0;0;0;0;1;0;0;0
Body Snatcher, The (1945);0;0;0;0;0;0;1;0;0;0
Bram Stoker's Dracula (1992);0;0;0;0;0;0;1;1;0;0
Bride of Frankenstein (1935);0;0;0;0;0;0;1;0;0;0
Burnt Offerings (1976);0;0;0;0;0;0;1;0;0;0
Candyman (1992);0;0;0;0;0;0;1;0;0;0
Cape Fear (1991);0;0;0;0;0;0;0;0;0;1
Cape Fear (1962);0;0;0;0;0;0;0;0;0;1
Carrie (1976);0;0;0;0;0;0;1;0;0;0
Cat People (1982);0;0;0;0;0;0;1;0;0;0
Nightmare on Elm Street, A (1984);0;0;0;0;0;0;1;0;0;0
Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922);0;0;0;0;0;0;1;0;0;0
Nosferatu a Venezia (1986);0;0;0;0;0;0;1;0;0;0
Omen, The (1976);0;0;0;0;0;0;1;0;0;0
Blood & Wine (1997);0;0;0;0;0;1;0;0;0;0
Albino Alligator (1996);0;0;0;0;1;0;0;0;0;1
Mirror Has Two Faces, The (1996);0;0;0;1;0;0;0;1;0;0
Breaking the Waves (1996);0;0;0;0;0;1;0;0;0;0
Nightwatch (1997);0;0;0;0;0;0;1;0;0;1
Star Trek: First Contact (1996);1;1;0;0;0;0;0;0;1;0
Shine (1996);0;0;0;0;0;1;0;1;0;0
Sling Blade (1996);0;0;0;0;0;1;0;0;0;1
Jingle All the Way (1996);0;1;1;1;0;0;0;0;0;0
Identification of a Woman (Identificazione di una donna) (1982);0;0;0;0;0;1;0;0;0;0
Paradise Lost: The Child Murders at Robin Hood Hills (1996);0;0;0;0;0;0;0;0;0;0
Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970);0;0;0;0;0;1;0;0;0;0
Preacher's Wife, The (1996);0;0;0;0;0;1;0;0;0;0
Zero Kelvin (Kj?lighetens kj?ere) (1995);1;0;0;0;0;0;0;0;0;0
Ridicule (1996);0;0;0;0;0;1;0;0;0;0
Crucible, The (1996);0;0;0;0;0;1;0;0;0;0
101 Dalmatians (1996);0;0;1;1;0;0;0;0;0;0
Forbidden Christ, The (Cristo proibito, Il) (1950);0;0;0;0;0;1;0;0;0;0
I Can't Sleep (J'ai pas sommeil) (1994);0;0;0;0;0;1;0;0;0;1
Die Hard 2 (1990);1;0;0;0;0;0;0;0;0;1
Star Trek: The Motion Picture (1979);1;1;0;0;0;0;0;0;1;0
Star Trek VI: The Undiscovered Country (1991);1;1;0;0;0;0;0;0;1;0
Star Trek V: The Final Frontier (1989);1;1;0;0;0;0;0;0;1;0
Star Trek: The Wrath of Khan (1982);1;1;0;0;0;0;0;0;1;0
Star Trek III: The Search for Spock (1984);1;1;0;0;0;0;0;0;1;0
Star Trek IV: The Voyage Home (1986);1;1;0;0;0;0;0;0;1;0
Batman Returns (1992);1;1;0;1;1;0;0;0;0;0
Young Guns (1988);1;0;0;1;0;0;0;0;0;0
Young Guns II (1990);1;0;0;1;0;0;0;0;0;0
Grease (1978);0;0;0;1;0;0;0;1;0;0
Grease 2 (1982);0;0;0;1;0;0;0;1;0;0
Marked for Death (1990);1;0;0;0;0;1;0;0;0;0
Adrenalin: Fear the Rush (1996);1;0;0;0;0;0;0;0;1;0
Substance of Fire, The (1996);0;0;0;0;0;1;0;0;0;0
Under Siege (1992);1;0;0;0;0;0;0;0;0;0
Terror in a Texas Town (1958);0;0;0;0;0;0;0;0;0;0
Jaws (1975);1;0;0;0;0;0;1;0;0;0
Jaws 2 (1978);1;0;0;0;0;0;1;0;0;0
Jaws 3-D (1983);1;0;0;0;0;0;1;0;0;0
My Fellow Americans (1996);0;0;0;1;0;0;0;0;0;0
Mars Attacks! (1996);1;0;0;1;0;0;0;0;1;0
Citizen Ruth (1996);0;0;0;1;0;1;0;0;0;0
Jerry Maguire (1996);0;0;0;0;0;1;0;1;0;0
Raising Arizona (1987);0;0;0;1;0;0;0;0;0;0
Tin Men (1987);0;0;0;1;0;1;0;0;0;0
Sneakers (1992);0;0;0;0;1;1;0;0;1;0
Bastard Out of Carolina (1996);0;0;0;0;0;1;0;0;0;0
In Love and War (1996);0;0;0;0;0;0;0;1;0;0
Marvin's Room (1996);0;0;0;0;0;1;0;0;0;0
Somebody is Waiting (1996);0;0;0;0;0;1;0;0;0;0
Ghosts of Mississippi (1996);0;0;0;0;0;1;0;0;0;0
Night Falls on Manhattan (1997);0;0;0;0;1;1;0;0;0;0
Beavis and Butt-head Do America (1996);0;0;0;1;0;0;0;0;0;0
Ceremonie, La;0;0;0;0;0;1;0;0;0;0
Scream (1996);0;0;0;0;0;0;1;0;0;1
Last of the Mohicans, The (1992);1;0;0;0;0;0;0;1;0;0
Michael (1996);0;0;0;1;0;0;0;1;0;0
Evening Star, The (1996);0;0;0;1;0;1;0;0;0;0
Hamlet (1996);0;0;0;0;0;1;0;0;0;0
Some Mother's Son (1996);0;0;0;0;0;1;0;0;0;0
Whole Wide World, The (1996);0;0;0;0;0;1;0;0;0;0
Mother (1996);0;0;0;1;0;0;0;0;0;0
Thieves (Voleurs, Les) (1996);0;0;0;0;1;1;0;1;0;0
Evita (1996);0;0;0;0;0;1;0;0;0;0
Portrait of a Lady, The (1996);0;0;0;0;0;1;0;0;0;0
Walkabout (1971);0;0;0;0;0;1;0;0;0;0
Message to Love: The Isle of Wight Festival (1996);0;0;0;0;0;0;0;0;0;0
Grateful Dead (1995);0;0;0;0;0;0;0;0;0;0
Murder at 1600 (1997);0;0;0;0;0;0;0;0;0;1
Hearts and Minds (1996);0;0;0;0;0;1;0;0;0;0
Inside (1996);1;0;0;0;0;0;0;0;0;0
Fierce Creatures (1997);0;0;0;1;0;0;0;0;0;0
Zeus and Roxanne (1997);0;0;1;0;0;0;0;0;0;0
Turbulence (1997);0;0;0;0;0;0;0;0;0;1
Angel Baby (1995);0;0;0;0;0;1;0;0;0;0
Jackie Chan's First Strike (1996);1;0;0;0;0;0;0;0;0;0
Underworld (1997);0;0;0;0;0;0;0;0;0;1
Beverly Hills Ninja (1997);1;0;0;1;0;0;0;0;0;0
Metro (1997);1;0;0;0;0;0;0;0;0;0
Machine, The (1994);0;0;0;1;0;0;1;0;0;0
Stranger, The (1994);1;0;0;0;0;0;0;0;0;0
Falling in Love Again (1980);0;0;0;1;0;0;0;0;0;0
Cement Garden, The (1993);0;0;0;0;0;1;0;0;0;0
Dante's Peak (1997);1;0;0;0;0;0;0;0;0;1
Meet Wally Sparks (1997);0;0;0;1;0;0;0;0;0;0
Amos & Andrew (1993);0;0;0;1;0;0;0;0;0;0
Benny & Joon (1993);0;0;0;1;0;0;0;1;0;0
Prefontaine (1997);0;0;0;0;0;1;0;0;0;0
Tickle in the Heart, A (1996);0;0;0;0;0;0;0;0;0;0
Guantanamera (1994);0;0;0;1;0;0;0;0;0;0
McHale's Navy (1997);0;0;0;1;0;0;0;0;0;0
Kolya (1996);0;0;0;1;0;0;0;0;0;0
Gridlock'd (1997);0;0;0;0;1;0;0;0;0;0
Fire on the Mountain (1996);0;0;0;0;0;0;0;0;0;0
Waiting for Guffman (1996);0;0;0;1;0;0;0;0;0;0
Prisoner of the Mountains (Kavkazsky Plennik) (1996);0;0;0;0;0;0;0;0;0;0
Beautician and the Beast, The (1997);0;0;0;1;0;0;0;1;0;0
SubUrbia (1997);0;0;0;1;0;0;0;0;0;0
Hotel de Love (1996);0;0;0;1;0;0;0;1;0;0
Pest, The (1997);0;0;0;1;0;0;0;0;0;0
Fools Rush In (1997);0;0;0;1;0;0;0;1;0;0
Touch (1997);0;0;0;0;0;0;0;1;0;0
Absolute Power (1997);0;0;0;0;0;0;0;0;0;1
That Darn Cat! (1997);0;0;1;1;0;0;0;0;0;0
Vegas Vacation (1997);0;0;0;1;0;0;0;0;0;0
Unforgotten: Twenty-Five Years After Willowbrook (1996);0;0;0;0;0;0;0;0;0;0
That Old Feeling (1997);0;0;0;1;0;0;0;1;0;0
Lost Highway (1997);0;0;0;0;0;0;0;0;0;0
Rosewood (1997);0;0;0;0;0;1;0;0;0;0
Donnie Brasco (1997);0;0;0;0;1;1;0;0;0;0
Salut cousin! (1996);0;0;0;1;0;1;0;0;0;0
Booty Call (1997);0;0;0;1;0;0;0;1;0;0
Rhyme & Reason (1997);0;0;0;0;0;0;0;0;0;0
Boys Life 2 (1997);0;0;0;0;0;1;0;0;0;0
City of Industry (1997);0;0;0;0;1;0;0;0;0;1
Best Men (1997);1;0;0;1;1;1;0;0;0;0
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997);0;0;1;1;0;0;0;0;0;0
Kama Sutra: A Tale of Love (1996);0;0;0;0;0;0;0;1;0;0
Private Parts (1997);0;0;0;1;0;1;0;0;0;0
Love Jones (1997);0;0;0;0;0;0;0;1;0;0
Saint, The (1997);1;0;0;0;0;0;0;1;0;1
Smilla's Sense of Snow (1997);1;0;0;0;0;1;0;0;0;1
Van, The (1996);0;0;0;1;0;1;0;0;0;0
Crash (1996);0;0;0;0;0;1;0;0;0;1
Daytrippers, The (1996);0;0;0;0;0;0;0;0;0;0
Liar Liar (1997);0;0;0;1;0;0;0;0;0;0
Quiet Room, The (1996);0;0;0;0;0;1;0;0;0;0
Selena (1997);0;0;0;0;0;1;0;0;0;0
Devil's Own, The (1997);1;0;0;0;0;1;0;0;0;1
Cats Don't Dance (1997);0;0;1;0;0;0;0;0;0;0
B*A*P*S (1997);0;0;0;1;0;0;0;0;0;0
Love and Other Catastrophes (1996);0;0;0;0;0;0;0;1;0;0
Sixth Man, The (1997);0;0;0;1;0;0;0;0;0;0
Turbo: A Power Rangers Movie (1997);1;1;1;0;0;0;0;0;0;0
Anna Karenina (1997);0;0;0;0;0;1;0;1;0;0
Double Team (1997);1;0;0;0;0;0;0;0;0;0
Inventing the Abbotts (1997);0;0;0;0;0;1;0;1;0;0
Anaconda (1997);1;1;0;0;0;0;0;0;0;1
Grosse Pointe Blank (1997);0;0;0;1;1;0;0;0;0;0
Keys to Tulsa (1997);0;0;0;0;1;0;0;0;0;0
Kissed (1996);0;0;0;0;0;0;0;1;0;0
8 Heads in a Duffel Bag (1997);0;0;0;1;0;0;0;0;0;0
Hollow Reed (1996);0;0;0;0;0;1;0;0;0;0
Paradise Road (1997);0;0;0;0;0;1;0;0;0;0
Traveller (1997);0;0;0;0;0;1;0;0;0;0
All Over Me (1997);0;0;0;0;0;1;0;0;0;0
Brother's Kiss, A (1997);0;0;0;0;0;1;0;0;0;0
A Chef in Love (1996);0;0;0;1;0;0;0;0;0;0
Romy and Michele's High School Reunion (1997);0;0;0;1;0;0;0;0;0;0
Temptress Moon (Feng Yue) (1996);0;0;0;0;0;0;0;1;0;0
Volcano (1997);0;0;0;0;0;1;0;0;0;1
Children of the Revolution (1996);0;0;0;1;0;0;0;0;0;0
Austin Powers: International Man of Mystery (1997);0;0;0;1;0;0;0;0;0;0
Breakdown (1997);1;0;0;0;0;0;0;0;0;1
Broken English (1996);0;0;0;0;0;1;0;0;0;0
Commandments (1997);0;0;0;0;0;0;0;1;0;0
Ripe (1996);0;0;0;0;0;1;0;0;0;0
Truth or Consequences, N.M. (1997);1;0;0;0;1;0;0;1;0;0
Turning, The (1992);0;0;0;0;0;1;0;0;0;0
Warriors of Virtue (1997);1;1;1;0;0;0;0;0;0;0
Fathers' Day (1997);0;0;0;1;0;0;0;0;0;0
Fifth Element, The (1997);1;0;0;0;0;0;0;0;1;0
Intimate Relations (1996);0;0;0;1;0;0;0;0;0;0
Nowhere (1997);0;0;0;0;0;1;0;0;0;0
Losing Chase (1996);0;0;0;0;0;1;0;0;0;0
Sprung (1997);0;0;0;1;0;0;0;0;0;0
Promise, The (La Promesse) (1996);0;0;0;0;0;1;0;0;0;0
Bonheur, Le (1965);0;0;0;0;0;1;0;0;0;0
Love! Valour! Compassion! (1997);0;0;0;0;0;1;0;1;0;0
Shall We Dance? (Shall We Dansu?) (1996);0;0;0;1;0;0;0;0;0;0
Second Jungle Book: Mowgli & Baloo, The (1997);0;1;1;0;0;0;0;0;0;0
Twin Town (1997);0;0;0;1;1;0;0;0;0;0
Addicted to Love (1997);0;0;0;1;0;0;0;1;0;0
Brassed Off (1996);0;0;0;1;0;1;0;1;0;0
Designated Mourner, The (1997);0;0;0;0;0;1;0;0;0;0
Lost World: Jurassic Park, The (1997);1;1;0;0;0;0;0;0;1;1
Ponette (1996);0;0;0;0;0;1;0;0;0;0
Schizopolis (1996);0;0;0;1;0;0;0;0;0;0
Shiloh (1997);0;0;1;0;0;1;0;0;0;0
War at Home, The (1996);0;0;0;0;0;1;0;0;0;0
Rough Magic (1995);0;0;0;0;0;1;0;1;0;0
Trial and Error (1997);0;0;0;1;0;0;0;1;0;0
Buddy (1997);0;1;1;0;0;1;0;0;0;0
Con Air (1997);1;1;0;0;0;0;0;0;0;1
Late Bloomers (1996);0;0;0;1;0;0;0;0;0;0
Pillow Book, The (1995);0;0;0;0;0;1;0;1;0;0
To Have, or Not (1995);0;0;0;0;0;1;0;0;0;0
Speed 2: Cruise Control (1997);1;0;0;0;0;0;0;1;0;1
Squeeze (1996);0;0;0;0;0;1;0;0;0;0
Sudden Manhattan (1996);0;0;0;1;0;0;0;0;0;0
Next Step, The (1995);0;0;0;0;0;1;0;0;0;0
Wedding Bell Blues (1996);0;0;0;1;0;0;0;0;0;0
Batman & Robin (1997);1;1;0;0;1;0;0;0;0;0
Dream With the Fishes (1997);0;0;0;0;0;1;0;0;0;0
Roseanna's Grave (For Roseanna) (1997);0;0;0;1;0;0;0;1;0;0
Head Above Water (1996);0;0;0;1;0;0;0;0;0;1
Hercules (1997);0;1;1;1;0;0;0;0;0;0
Last Time I Committed Suicide, The (1997);0;0;0;0;0;1;0;0;0;0
MURDER and murder (1996);0;0;0;0;1;1;0;0;0;0
My Best Friend's Wedding (1997);0;0;0;1;0;0;0;1;0;0
Tetsuo II: Body Hammer (1992);0;0;0;0;0;0;0;0;1;0
When the Cats Away (Chacun cherche son chat) (1996);0;0;0;1;0;0;0;1;0;0
Contempt (Le M?ris) (1963);0;0;0;0;0;1;0;0;0;0
Face/Off (1997);1;0;0;0;0;0;0;0;1;1
Fall (1997);0;0;0;0;0;0;0;1;0;0
Gabbeh (1996);0;0;0;0;0;1;0;0;0;0
Mondo (1996);0;0;0;0;0;1;0;0;0;0
Innocent Sleep, The (1995);0;0;0;0;1;0;0;0;0;0
For Ever Mozart (1996);0;0;0;0;0;1;0;0;0;0
Men in Black (1997);1;1;0;1;0;0;0;0;1;0
Out to Sea (1997);0;0;0;1;0;0;0;0;0;0
Wild America (1997);0;1;1;0;0;0;0;0;0;0
Simple Wish, A (1997);0;0;1;0;0;0;0;0;0;0
Contact (1997);0;0;0;0;0;1;0;0;1;0
Love Serenade (1996);0;0;0;1;0;0;0;0;0;0
G.I. Jane (1997);1;0;0;0;0;1;0;0;0;0
Conan the Barbarian (1982);1;1;0;0;0;0;0;0;0;0
George of the Jungle (1997);0;0;1;1;0;0;0;0;0;0
Cop Land (1997);0;0;0;0;1;1;0;0;0;0
Event Horizon (1997);1;0;0;0;0;0;0;0;1;1
Spawn (1997);1;1;0;0;0;0;0;0;1;1
Air Bud (1997);0;0;1;1;0;0;0;0;0;0
Picture Perfect (1997);0;0;0;1;0;0;0;1;0;0
In the Company of Men (1997);0;0;0;0;0;1;0;0;0;0
Free Willy 3: The Rescue (1997);0;1;1;0;0;1;0;0;0;0
Career Girls (1997);0;0;0;0;0;1;0;0;0;0
Conspiracy Theory (1997);1;0;0;0;0;0;0;1;0;1
Desperate Measures (1998);0;0;0;0;1;1;0;0;0;1
Steel (1997);1;0;0;0;0;0;0;0;0;0
She's So Lovely (1997);0;0;0;0;0;1;0;1;0;0
Hoodlum (1997);0;0;0;0;1;1;0;0;0;0
Leave It to Beaver (1997);0;0;0;1;0;0;0;0;0;0
Mimic (1997);0;0;0;0;0;0;0;0;1;1
Money Talks (1997);1;0;0;1;0;0;0;0;0;0
Excess Baggage (1997);0;1;0;0;0;0;0;1;0;0
Kull the Conqueror (1997);1;1;0;0;0;0;0;0;0;0
Air Force One (1997);1;0;0;0;0;0;0;0;0;1
187 (1997);0;0;0;0;0;1;0;0;0;0
Hunt for Red October, The (1990);1;0;0;0;0;0;0;0;0;1
My Own Private Idaho (1991);0;0;0;0;0;1;0;0;0;0
Kiss Me, Guido (1997);0;0;0;1;0;0;0;0;0;0
Star Maps (1997);0;0;0;0;0;1;0;0;0;0
In & Out (1997);0;0;0;1;0;0;0;0;0;0
Edge, The (1997);0;1;0;0;0;0;0;0;0;1
Peacemaker, The (1997);1;0;0;0;0;0;0;0;0;1
L.A. Confidential (1997);0;0;0;0;1;0;0;0;0;1
Seven Years in Tibet (1997);0;0;0;0;0;1;0;0;0;0
Kiss the Girls (1997);0;0;0;0;1;1;0;0;0;1
Soul Food (1997);0;0;0;0;0;1;0;0;0;0
Kicked in the Head (1997);0;0;0;1;0;1;0;0;0;0
Wishmaster (1997);0;0;0;0;0;0;1;0;0;0
Thousand Acres, A (1997);0;0;0;0;0;1;0;0;0;0
Game, The (1997);0;0;0;0;0;0;0;0;0;1
Fire Down Below (1997);1;0;0;0;0;1;0;0;0;1
U Turn (1997);1;0;0;0;1;0;0;0;0;0
Locusts, The (1997);0;0;0;0;0;1;0;0;0;0
MatchMaker, The (1997);0;0;0;1;0;0;0;1;0;0
Lay of the Land, The (1997);0;0;0;1;0;1;0;0;0;0
Assignment, The (1997);0;0;0;0;0;0;0;0;0;1
Smile Like Yours, A (1997);0;0;0;1;0;0;0;1;0;0
Ulee's Gold (1997);0;0;0;0;0;1;0;0;0;0
Ice Storm, The (1997);0;0;0;0;0;1;0;0;0;0
Stag (1997);1;0;0;0;0;0;0;0;0;1
Chasing Amy (1997);0;0;0;0;0;1;0;1;0;0
How to Be a Player (1997);0;0;0;1;0;0;0;0;0;0
Full Monty, The (1997);0;0;0;1;0;0;0;0;0;0
Indian Summer (a.k.a. Alive & Kicking) (1996);0;0;0;1;0;1;0;0;0;0
Mrs. Brown (Her Majesty, Mrs. Brown) (1997);0;0;0;0;0;1;0;1;0;0
I Know What You Did Last Summer (1997);0;0;0;0;0;0;1;0;0;1
Devil's Advocate, The (1997);0;0;0;0;1;0;1;0;0;1
Rocket Man (1997);0;0;0;1;0;0;0;0;0;0
Playing God (1997);0;0;0;0;1;0;0;0;0;1
House of Yes, The (1997);0;0;0;1;0;1;0;0;0;1
Fast, Cheap & Out of Control (1997);0;0;0;0;0;0;0;0;0;0
Washington Square (1997);0;0;0;0;0;1;0;0;0;0
Telling Lies in America (1997);0;0;0;0;0;1;0;0;0;0
Year of the Horse (1997);0;0;0;0;0;0;0;0;0;0
Gattaca (1997);0;0;0;0;0;1;0;0;1;1
FairyTale: A True Story (1997);0;0;1;0;0;1;0;0;0;0
Phantoms (1998);0;0;0;0;0;0;1;0;0;0
Swept from the Sea (1997);0;0;0;0;0;0;0;1;0;0
Wonderland (1997);0;0;0;0;0;0;0;0;0;0
Life Less Ordinary, A (1997);0;0;0;0;0;0;0;1;0;1
Hurricane Streets (1998);0;0;0;0;0;1;0;0;0;0
Eve's Bayou (1997);0;0;0;0;0;1;0;0;0;0
Switchback (1997);0;0;0;0;0;0;0;0;0;1
Gang Related (1997);0;0;0;0;1;0;0;0;0;0
Stripes (1981);0;0;0;1;0;0;0;0;0;0
Nenette et Boni (1996);0;0;0;0;0;1;0;0;0;0
Bean (1997);0;0;0;1;0;0;0;0;0;0
Hugo Pool (1997);0;0;0;0;0;0;0;1;0;0
Mad City (1997);1;0;0;0;0;1;0;0;0;0
One Night Stand (1997);0;0;0;0;0;1;0;0;0;0
Tango Lesson, The (1997);0;0;0;0;0;0;0;1;0;0
Welcome To Sarajevo (1997);0;0;0;0;0;1;0;0;0;0
Deceiver (1997);0;0;0;0;1;0;0;0;0;0
Rainmaker, The (1997);0;0;0;0;0;1;0;0;0;0
Boogie Nights (1997);0;0;0;0;0;1;0;0;0;0
Witness (1985);0;0;0;0;0;1;0;1;0;1
Incognito (1997);0;0;0;0;1;0;0;0;0;1
Starship Troopers (1997);1;1;0;0;0;0;0;0;1;0
Critical Care (1997);0;0;0;1;0;0;0;0;0;0
Joy Luck Club, The (1993);0;0;0;0;0;1;0;0;0;0
Chairman of the Board (1998);0;0;0;1;0;0;0;0;0;0
Sliding Doors (1998);0;0;0;0;0;1;0;1;0;0
Mortal Kombat: Annihilation (1997);1;1;0;0;0;0;0;0;0;0
Truman Show, The (1998);0;0;0;0;0;1;0;0;0;0
Wings of the Dove, The (1997);0;0;0;0;0;1;0;1;0;1
Mrs. Dalloway (1997);0;0;0;0;0;0;0;1;0;0
I Love You, I Love You Not (1996);0;0;0;0;0;0;0;1;0;0
Red Corner (1997);0;0;0;0;1;0;0;0;0;1
Jackal, The (1997);1;0;0;0;0;0;0;0;0;1
Anastasia (1997);0;0;1;0;0;0;0;0;0;0
Man Who Knew Too Little, The (1997);0;0;0;1;0;0;0;0;0;0
Alien: Resurrection (1997);1;0;0;0;0;0;1;0;1;0
Alien Escape (1995);0;0;0;0;0;0;1;0;1;0
Amistad (1997);0;0;0;0;0;1;0;0;0;0
Apostle, The (1997);0;0;0;0;0;1;0;0;0;0
Artemisia (1997);0;0;0;0;0;1;0;0;0;0
Bent (1997);0;0;0;0;0;1;0;0;0;0
Big Bang Theory, The (1994);0;0;0;0;1;0;0;0;0;0
Boys, Les (1997);0;0;0;1;0;0;0;0;0;0
Butcher Boy, The (1998);0;0;0;0;0;1;0;0;0;0
Deconstructing Harry (1997);0;0;0;1;0;1;0;0;0;0
Flubber (1997);0;0;1;1;0;0;0;0;0;0
For Richer or Poorer (1997);0;0;0;1;0;0;0;0;0;0
Good Will Hunting (1997);0;0;0;0;0;1;0;0;0;0
Guy (1996);0;0;0;0;0;1;0;0;0;0
Harlem River Drive (1996);0;0;0;0;0;1;0;0;0;0
Home Alone 3 (1997);0;0;1;1;0;0;0;0;0;0
Ill Gotten Gains (1997);0;0;0;0;0;1;0;0;0;0
Legal Deceit (1997);0;0;0;0;0;0;0;0;0;1
Man of Her Dreams (1996);0;0;0;0;0;1;0;0;0;0
Midnight in the Garden of Good and Evil (1997);0;0;0;1;1;1;0;0;0;0
Mouse Hunt (1997);0;0;1;1;0;0;0;0;0;0
Never Met Picasso (1996);0;0;0;0;0;0;0;1;0;0
Office Killer (1997);0;0;0;0;0;0;0;0;0;1
Other Voices, Other Rooms (1997);0;0;0;0;0;1;0;0;0;0
Scream 2 (1997);0;0;0;0;0;0;1;0;0;1
Stranger in the House (1997);0;0;0;0;0;0;0;0;0;1
Sweet Hereafter, The (1997);0;0;0;0;0;1;0;0;0;0
Time Tracers (1995);1;1;0;0;0;0;0;0;1;0
Titanic (1997);0;0;0;0;0;1;0;1;0;0
Tomorrow Never Dies (1997);1;0;0;0;0;0;0;1;0;1
Twisted (1996);0;0;0;1;0;1;0;0;0;0
Full Speed (1996);0;0;0;0;0;1;0;0;0;0
Education of Little Tree, The (1997);0;0;0;0;0;1;0;0;0;0
Postman, The (1997);0;0;0;0;0;1;0;0;0;0
Horse Whisperer, The (1998);0;0;0;0;0;1;0;0;0;0
Winter Guest, The (1997);0;0;0;0;0;1;0;0;0;0
Jackie Brown (1997);0;0;0;0;1;1;0;0;0;0
Kundun (1997);0;0;0;0;0;1;0;0;0;0
Mr. Magoo (1997);0;0;0;1;0;0;0;0;0;0
Big Lebowski, The (1998);0;0;0;1;1;0;0;0;0;1
Afterglow (1997);0;0;0;0;0;1;0;1;0;0
My Life in Pink (Ma vie en rose) (1997);0;0;0;1;0;1;0;0;0;0
Great Expectations (1998);0;0;0;0;0;1;0;1;0;0
Vermin (1998);0;0;0;1;0;0;0;0;0;0
3 Ninjas: High Noon On Mega Mountain (1998);1;0;1;0;0;0;0;0;0;0
Men of Means (1998);1;0;0;0;0;1;0;0;0;0
Midaq Alley (Callej? de los milagros, El) (1995);0;0;0;0;0;1;0;0;0;0
Caught Up (1998);0;0;0;0;1;0;0;0;0;0
Arguing the World (1996);0;0;0;0;0;0;0;0;0;0
Firestorm (1998);1;1;0;0;0;0;0;0;0;1
Senseless (1998);0;0;0;1;0;0;0;0;0;0
Wag the Dog (1997);0;0;0;1;0;1;0;0;0;0
Dark City (1998);0;0;0;0;0;0;0;0;1;1
Leading Man, The (1996);0;0;0;0;0;0;0;1;0;0
Star Kid (1997);0;1;1;0;0;0;0;0;1;0
Hard Rain (1998);1;0;0;0;0;0;0;0;0;1
Half Baked (1998);0;0;0;1;0;0;0;0;0;0
Fallen (1998);1;0;0;0;0;0;0;0;0;1
Shooting Fish (1997);0;0;0;0;0;0;0;1;0;0
Prophecy II, The (1998);0;0;0;0;0;0;1;0;0;0
Duoluo tianshi (1995);0;0;0;0;0;1;0;0;0;0
Dangerous Beauty (1998);0;0;0;0;0;1;0;0;0;0
Four Days in September (1997);0;0;0;0;0;1;0;0;0;0
Spice World (1997);0;0;0;1;0;0;0;0;0;0
Deep Rising (1998);1;0;0;0;0;0;1;0;1;0
Tainted (1998);0;0;0;1;0;0;0;0;0;1
Letter From Death Row, A (1998);0;0;0;0;1;1;0;0;0;0
Music From Another Room (1998);0;0;0;0;0;1;0;1;0;0
Mat' i syn (1997);0;0;0;0;0;1;0;0;0;0
Replacement Killers, The (1998);1;0;0;0;0;0;0;0;0;1
B. Monkey (1998);0;0;0;0;0;0;0;1;0;1
Night Flier (1997);0;0;0;0;0;0;1;0;0;0
Blues Brothers 2000 (1998);1;0;0;1;0;0;0;0;0;0
